relpath,hash,class,run,cache_file,x0,y0,x1,y1,roi_confident
Pass\251003_130559_A35W_14-2 [16384].bmp,63d5c67d6bc584e5259ecdf4ca9cf3ab,Pass,251003_130559,63d5c67d6bc584e5259ecdf4ca9cf3ab_v1_fefa1c62.png,277,697,1978,1324,True
Pass\251003_130559_A35W_16-1 [1024].bmp,aab40eea9f468bc023c3e52abbe6839c,Pass,251003_130559,aab40eea9f468bc023c3e52abbe6839c_v1_fefa1c62.png,188,697,2195,1342,True
Pass\251003_130559_A35W_17-2 [16384].bmp,0622ca48d3409521ac563fb1f04d068e,Pass,251003_130559,0622ca48d3409521ac563fb1f04d068e_v1_fefa1c62.png,287,693,1974,1322,True
Pass\251003_130559_A35W_18-1 [1024].bmp,f8b2694f0a3820add5b3e5a738ccd54e,Pass,251003_130559,f8b2694f0a3820add5b3e5a738ccd54e_v1_fefa1c62.png,178,679,2325,1358,True
Pass\251003_130559_A35W_2-2 [16384].bmp,2d87d7ee8710e3cef3b2ce75801c31cd,Pass,251003_130559,2d87d7ee8710e3cef3b2ce75801c31cd_v1_fefa1c62.png,286,677,1965,1306,True
Pass\251003_130559_A35W_2-3 [16].bmp,565f3e243883151ae652e1f6428b8f28,Pass,251003_130559,565f3e243883151ae652e1f6428b8f28_v1_fefa1c62.png,299,590,1970,1211,True
Pass\251003_130559_A35W_3-3 [16].bmp,df2b335612ff46af6b1255ba3c448b9a,Pass,251003_130559,df2b335612ff46af6b1255ba3c448b9a_v1_fefa1c62.png,291,598,1994,1222,True
Pass\251003_130559_A35W_4-2 [16384].bmp,1050a8340abe2a74f911ce8c43d50f7c,Pass,251003_130559,1050a8340abe2a74f911ce8c43d50f7c_v1_fefa1c62.png,280,679,1975,1310,True
Pass\251003_130559_A35W_4-3 [16].bmp,f7881c10819d6ea3aae300e9f0338cea,Pass,251003_130559,f7881c10819d6ea3aae300e9f0338cea_v1_fefa1c62.png,292,591,1987,1218,True
Pass\251003_130559_A35W_5-3 [16].bmp,59ccef41625250e3d48b10a7eae7bf71,Pass,251003_130559,59ccef41625250e3d48b10a7eae7bf71_v1_fefa1c62.png,199,581,1952,1224,True
Pass\251003_130559_A35W_8-1 [1024].bmp,f82a99ed475e59ec98496d5c73dfb725,Pass,251003_130559,f82a99ed475e59ec98496d5c73dfb725_v1_fefa1c62.png,158,668,2149,1323,True
Pass\251003_130559_A35W_9-1 [1024].bmp,6b0ae7795d5e5804c9dadadbb35c94f8,Pass,251003_130559,6b0ae7795d5e5804c9dadadbb35c94f8_v1_fefa1c62.png,193,679,2172,1324,True
Pass\251003_130559_A35W_9-3 [16].bmp,71acd5d8559df600cc0123f908f8d990,Pass,251003_130559,71acd5d8559df600cc0123f908f8d990_v1_fefa1c62.png,285,577,1975,1204,True
Pass\251003_150040_A35W_1-2 [16384].bmp,e559b90791684c5e67e27508fb616a64,Pass,251003_150040,e559b90791684c5e67e27508fb616a64_v1_fefa1c62.png,265,687,2004,1314,True
Pass\251003_150040_A35W_10-1 [1024].bmp,024f340336ab00a2f28410209285cbdf,Pass,251003_150040,024f340336ab00a2f28410209285cbdf_v1_fefa1c62.png,188,686,2177,1325,True
Pass\251003_150040_A35W_10-2 [16].bmp,e6ec16d769efaa1c2a36e987f663bdbf,Pass,251003_150040,e6ec16d769efaa1c2a36e987f663bdbf_v1_fefa1c62.png,242,686,1951,1325,True
Pass\251003_150040_A35W_10-3 [16].bmp,91f6a91d13c128ef15483e7ff4343c58,Pass,251003_150040,91f6a91d13c128ef15483e7ff4343c58_v1_fefa1c62.png,243,599,1948,1230,True
Pass\251003_150040_A35W_11-1 [1024].bmp,c49997d62ce55fe1e28484b7d2426320,Pass,251003_150040,c49997d62ce55fe1e28484b7d2426320_v1_fefa1c62.png,196,691,2187,1341,True
Pass\251003_150040_A35W_11-2 [16384].bmp,dcc685f5889581e03c2311da98a38d39,Pass,251003_150040,dcc685f5889581e03c2311da98a38d39_v1_fefa1c62.png,247,687,1984,1337,True
Pass\251003_150040_A35W_11-3 [16].bmp,dc517eae13f3ebbaff592dfcf4a7e4d8,Pass,251003_150040,dc517eae13f3ebbaff592dfcf4a7e4d8_v1_fefa1c62.png,270,591,1986,1236,True
Pass\251003_150040_A35W_12-1 [1024].bmp,37a0370d3028479fd6e53645d1210638,Pass,251003_150040,37a0370d3028479fd6e53645d1210638_v1_fefa1c62.png,196,696,2305,1349,True
Pass\251003_150040_A35W_12-2 [16384].bmp,ade03adeccd1e135c69b3c09bc25961f,Pass,251003_150040,ade03adeccd1e135c69b3c09bc25961f_v1_fefa1c62.png,271,691,1974,1334,True
Pass\251003_150040_A35W_12-3 [16].bmp,898e1702c83c7eff528defca619b9da0,Pass,251003_150040,898e1702c83c7eff528defca619b9da0_v1_fefa1c62.png,274,589,1983,1239,True
Pass\251003_150040_A35W_13-1 [1024].bmp,69cea1be3347cecf92b1e59debf77fc8,Pass,251003_150040,69cea1be3347cecf92b1e59debf77fc8_v1_fefa1c62.png,199,685,2194,1330,True
Pass\251003_150040_A35W_13-2 [16384].bmp,5e920c60b6aacce22495221f99095dc0,Pass,251003_150040,5e920c60b6aacce22495221f99095dc0_v1_fefa1c62.png,268,694,1965,1331,True
Pass\251003_150040_A35W_14-2 [16384].bmp,d384bc11e2e0ff1259bf460da754a355,Pass,251003_150040,d384bc11e2e0ff1259bf460da754a355_v1_fefa1c62.png,270,702,1963,1339,True
Pass\251003_150040_A35W_14-3 [16].bmp,9eca1f3c119606c3c43fd1f20562763b,Pass,251003_150040,9eca1f3c119606c3c43fd1f20562763b_v1_fefa1c62.png,277,611,1960,1240,True
Pass\251003_150040_A35W_15-1 [1024].bmp,4c5fdca09a32816f93584432f4dc3d32,Pass,251003_150040,4c5fdca09a32816f93584432f4dc3d32_v1_fefa1c62.png,195,687,2246,1350,True
Pass\251003_150040_A35W_15-3 [16].bmp,9e067dbb5e5908299d7ec5b21af57df1,Pass,251003_150040,9e067dbb5e5908299d7ec5b21af57df1_v1_fefa1c62.png,284,607,1995,1238,True
Pass\251003_150040_A35W_16-2 [16384].bmp,d1a4b2595d8ba74e839147fbef5d2619,Pass,251003_150040,d1a4b2595d8ba74e839147fbef5d2619_v1_fefa1c62.png,281,694,1964,1318,True
Pass\251003_150040_A35W_16-3 [16].bmp,5807d783a8d3b04bbb80d8382d95635f,Pass,251003_150040,5807d783a8d3b04bbb80d8382d95635f_v1_fefa1c62.png,296,595,1960,1222,True
Pass\251003_150040_A35W_17-1 [1024].bmp,ac9b5ab6d82c78a52baac4c5f4934569,Pass,251003_150040,ac9b5ab6d82c78a52baac4c5f4934569_v1_fefa1c62.png,193,696,2224,1353,True
Pass\251003_150040_A35W_17-2 [16384].bmp,69afb40634cb6a6514c6ea66dbf1fb9b,Pass,251003_150040,69afb40634cb6a6514c6ea66dbf1fb9b_v1_fefa1c62.png,243,690,1978,1327,True
Pass\251003_150040_A35W_17-3 [16].bmp,832d3cc5d508b8eed7c0b402edef2511,Pass,251003_150040,832d3cc5d508b8eed7c0b402edef2511_v1_fefa1c62.png,297,591,1980,1222,True
Pass\251003_150040_A35W_18-1 [1024].bmp,be26f5b12d59ac672556dc952beb4fdd,Pass,251003_150040,be26f5b12d59ac672556dc952beb4fdd_v1_fefa1c62.png,180,690,2260,1359,True
Pass\251003_150040_A35W_18-3 [16].bmp,4a15dcaeaa279e565d6c5eecf7f85822,Pass,251003_150040,4a15dcaeaa279e565d6c5eecf7f85822_v1_fefa1c62.png,283,591,1970,1236,True
Pass\251003_150040_A35W_19-1 [1024].bmp,0fd331a6b03150e7a0b4d62b4d68cfc0,Pass,251003_150040,0fd331a6b03150e7a0b4d62b4d68cfc0_v1_fefa1c62.png,178,686,2307,1343,True
Pass\251003_150040_A35W_19-2 [16].bmp,4f7bdef8aa10a1f67f132106c84b5016,Pass,251003_150040,4f7bdef8aa10a1f67f132106c84b5016_v1_fefa1c62.png,262,700,1991,1324,True
Pass\251003_150040_A35W_19-3 [262144].bmp,ec0e09fbf07267362c6b07f8a3d4ef57,Pass,251003_150040,ec0e09fbf07267362c6b07f8a3d4ef57_v1_fefa1c62.png,279,606,2016,1243,True
Pass\251003_150040_A35W_2-2 [16384].bmp,6b5c5b670d7285133d5cbe35f6316ded,Pass,251003_150040,6b5c5b670d7285133d5cbe35f6316ded_v1_fefa1c62.png,268,683,1984,1312,True
Pass\251003_150040_A35W_2-3 [16].bmp,45809323a67db3991e051d06437a36f6,Pass,251003_150040,45809323a67db3991e051d06437a36f6_v1_fefa1c62.png,282,594,1977,1231,True
Pass\251003_150040_A35W_20-1 [1024].bmp,4535d3bf2537d0cd69bef21e51f23a23,Pass,251003_150040,4535d3bf2537d0cd69bef21e51f23a23_v1_fefa1c62.png,198,693,2223,1340,True
Pass\251003_150040_A35W_20-3 [16].bmp,05babcd9a59627e32ff815f68068f8b9,Pass,251003_150040,05babcd9a59627e32ff815f68068f8b9_v1_fefa1c62.png,278,601,1994,1244,True
Pass\251003_150040_A35W_21-1 [1024].bmp,4450701e156aef51d82ccbf7ca3358da,Pass,251003_150040,4450701e156aef51d82ccbf7ca3358da_v1_fefa1c62.png,201,683,2216,1328,True
Pass\251003_150040_A35W_21-2 [16384].bmp,a71cf396c10d103241e06f29b5e597a3,Pass,251003_150040,a71cf396c10d103241e06f29b5e597a3_v1_fefa1c62.png,256,700,1985,1324,True
Pass\251003_150040_A35W_21-3 [262144].bmp,04c1d255f56fed7b6731381537315b1c,Pass,251003_150040,04c1d255f56fed7b6731381537315b1c_v1_fefa1c62.png,274,615,1990,1258,True
Pass\251003_150040_A35W_22-2 [16384].bmp,5dfad4af91dc07e5814e338996493162,Pass,251003_150040,5dfad4af91dc07e5814e338996493162_v1_fefa1c62.png,270,698,1986,1319,True
Pass\251003_150040_A35W_22-3 [16].bmp,b49d1ad4a2c0b1cd47d5f2374b35a06a,Pass,251003_150040,b49d1ad4a2c0b1cd47d5f2374b35a06a_v1_fefa1c62.png,272,599,1999,1230,True
Pass\251003_150040_A35W_23-1 [1024].bmp,835310c81be3f101910dbe1e435d6df4,Pass,251003_150040,835310c81be3f101910dbe1e435d6df4_v1_fefa1c62.png,192,692,2269,1345,True
Pass\251003_150040_A35W_23-2 [16].bmp,f62aa91b012096f8ef27519f1c23b07f,Pass,251003_150040,f62aa91b012096f8ef27519f1c23b07f_v1_fefa1c62.png,249,699,1986,1330,True
Pass\251003_150040_A35W_23-3 [16].bmp,f21950f2538182eb1e4ac39f9dcffe4a,Pass,251003_150040,f21950f2538182eb1e4ac39f9dcffe4a_v1_fefa1c62.png,266,603,1997,1230,True
Pass\251003_150040_A35W_24-2 [16].bmp,5d0daa70ecb740785a5c6931ae84cc90,Pass,251003_150040,5d0daa70ecb740785a5c6931ae84cc90_v1_fefa1c62.png,279,698,1966,1317,True
Pass\251003_150040_A35W_24-3 [16].bmp,13a5d3286ab03c7dada8ceba4f6abbd5,Pass,251003_150040,13a5d3286ab03c7dada8ceba4f6abbd5_v1_fefa1c62.png,275,600,1994,1235,True
Pass\251003_150040_A35W_25-2 [16384].bmp,89b9c41b7571407520421bbb1668affb,Pass,251003_150040,89b9c41b7571407520421bbb1668affb_v1_fefa1c62.png,284,695,1997,1324,True
Pass\251003_150040_A35W_25-3 [16].bmp,7531f9d11a7bb3559c7483c278a2c11b,Pass,251003_150040,7531f9d11a7bb3559c7483c278a2c11b_v1_fefa1c62.png,276,592,2003,1229,True
Pass\251003_150040_A35W_26-1 [1024].bmp,90644cc96d277f32d4146d13b8c8e9d6,Pass,251003_150040,90644cc96d277f32d4146d13b8c8e9d6_v1_fefa1c62.png,206,694,2213,1351,True
Pass\251003_150040_A35W_26-2 [16384].bmp,d7d8d85ed17bc74cb2d0b21fd91ea7f1,Pass,251003_150040,d7d8d85ed17bc74cb2d0b21fd91ea7f1_v1_fefa1c62.png,252,705,2153,1332,True
Pass\251003_150040_A35W_26-3 [262144].bmp,2d9c5777dd663a70724315a1402bede1,Pass,251003_150040,2d9c5777dd663a70724315a1402bede1_v1_fefa1c62.png,286,605,1983,1250,True
Pass\251003_150040_A35W_27-2 [16384].bmp,4085d19e60fda6cf9d059b6ce13c3f04,Pass,251003_150040,4085d19e60fda6cf9d059b6ce13c3f04_v1_fefa1c62.png,280,704,1993,1341,True
Pass\251003_150040_A35W_27-3 [262144].bmp,a7386ee6f12fcb274bc161d65a90938c,Pass,251003_150040,a7386ee6f12fcb274bc161d65a90938c_v1_fefa1c62.png,260,616,1991,1269,True
Pass\251003_150040_A35W_28-2 [16384].bmp,9edbe9c7ea8297f6afa6a1282774a0f1,Pass,251003_150040,9edbe9c7ea8297f6afa6a1282774a0f1_v1_fefa1c62.png,275,712,2030,1331,True
Pass\251003_150040_A35W_28-3 [16].bmp,132fecfb722a77c4020de85d85f54984,Pass,251003_150040,132fecfb722a77c4020de85d85f54984_v1_fefa1c62.png,277,608,2030,1243,True
Pass\251003_150040_A35W_29-1 [1024].bmp,46a66cfdf374e69f96e24b10c3e50152,Pass,251003_150040,46a66cfdf374e69f96e24b10c3e50152_v1_fefa1c62.png,211,695,2296,1342,True
Pass\251003_150040_A35W_29-2 [16384].bmp,2347730d7bea02a4116d21c98fd53336,Pass,251003_150040,2347730d7bea02a4116d21c98fd53336_v1_fefa1c62.png,292,710,2003,1334,True
Pass\251003_150040_A35W_3-1 [1024].bmp,27bde5744e63343d2a2fdf06d5bd40c7,Pass,251003_150040,27bde5744e63343d2a2fdf06d5bd40c7_v1_fefa1c62.png,200,668,2332,1337,True
Pass\251003_150040_A35W_3-2 [16384].bmp,f6fda1e41c2a9938e606c4e95a2d4541,Pass,251003_150040,f6fda1e41c2a9938e606c4e95a2d4541_v1_fefa1c62.png,233,680,2110,1315,True
Pass\251003_150040_A35W_30-2 [16384].bmp,90e0f560271aea37d65454c9ab54ebd4,Pass,251003_150040,90e0f560271aea37d65454c9ab54ebd4_v1_fefa1c62.png,260,706,2039,1330,True
Pass\251003_150040_A35W_30-3 [262144].bmp,e92d863c983fde6d0df4ec08fbbfd3c3,Pass,251003_150040,e92d863c983fde6d0df4ec08fbbfd3c3_v1_fefa1c62.png,285,618,2074,1253,True
Pass\251003_150040_A35W_31-2 [16384].bmp,0a5a85973680c57880ee332d09f6998b,Pass,251003_150040,0a5a85973680c57880ee332d09f6998b_v1_fefa1c62.png,291,712,2030,1333,True
Pass\251003_150040_A35W_31-3 [16].bmp,a7a431d2ac8a12c4c5ba98f40a174a16,Pass,251003_150040,a7a431d2ac8a12c4c5ba98f40a174a16_v1_fefa1c62.png,289,615,2008,1242,True
Pass\251003_150040_A35W_32-1 [1024].bmp,969949fc8c3273c94996f4ab29e38303,Pass,251003_150040,969949fc8c3273c94996f4ab29e38303_v1_fefa1c62.png,202,700,2223,1355,True
Pass\251003_150040_A35W_32-2 [16384].bmp,68531a178e327d49a015aba7a00500bb,Pass,251003_150040,68531a178e327d49a015aba7a00500bb_v1_fefa1c62.png,255,707,2116,1338,True
Pass\251003_150040_A35W_33-1 [1024].bmp,ecef5b0927e8c404b20a40e80cd5ce7b,Pass,251003_150040,ecef5b0927e8c404b20a40e80cd5ce7b_v1_fefa1c62.png,189,693,2324,1343,True
Pass\251003_150040_A35W_33-2 [16384].bmp,dc49aff6910933892232e44d3c5258e4,Pass,251003_150040,dc49aff6910933892232e44d3c5258e4_v1_fefa1c62.png,274,704,1967,1328,True
Pass\251003_150040_A35W_33-3 [262144].bmp,44bd37169064cfadd00d9f1e2d014a54,Pass,251003_150040,44bd37169064cfadd00d9f1e2d014a54_v1_fefa1c62.png,282,616,1991,1233,True
Pass\251003_150040_A35W_34-1 [1024].bmp,df02503e60a536e5ba697f5f705c0b1a,Pass,251003_150040,df02503e60a536e5ba697f5f705c0b1a_v1_fefa1c62.png,192,695,2251,1345,True
Pass\251003_150040_A35W_34-2 [16384].bmp,c978ab94ef1a6a337d30c3a59f3d0eeb,Pass,251003_150040,c978ab94ef1a6a337d30c3a59f3d0eeb_v1_fefa1c62.png,275,702,1980,1326,True
Pass\251003_150040_A35W_34-3 [262144].bmp,b9289f7df735867ebbc5a46fb7ddeca3,Pass,251003_150040,b9289f7df735867ebbc5a46fb7ddeca3_v1_fefa1c62.png,268,617,2121,1228,True
Pass\251003_150040_A35W_35-2 [16384].bmp,9bd58ff94e028b948824f532da2631eb,Pass,251003_150040,9bd58ff94e028b948824f532da2631eb_v1_fefa1c62.png,265,694,1966,1329,True
Pass\251003_150040_A35W_36-2 [16384].bmp,18dbf31746e9d87e45f5c1d16f13dc2d,Pass,251003_150040,18dbf31746e9d87e45f5c1d16f13dc2d_v1_fefa1c62.png,269,702,1990,1326,True
Pass\251003_150040_A35W_37-2 [16384].bmp,d4bd1030fbc90a91c94ebe80fb85be95,Pass,251003_150040,d4bd1030fbc90a91c94ebe80fb85be95_v1_fefa1c62.png,268,704,2135,1328,True
Pass\251003_150040_A35W_37-3 [262144].bmp,178c473d826496c2030e7cee9721dfa7,Pass,251003_150040,178c473d826496c2030e7cee9721dfa7_v1_fefa1c62.png,272,614,2139,1233,True
Pass\251003_150040_A35W_38-2 [16384].bmp,f07ae2f2a1db3d0e05b3f907c86b796e,Pass,251003_150040,f07ae2f2a1db3d0e05b3f907c86b796e_v1_fefa1c62.png,299,710,2000,1327,True
Pass\251003_150040_A35W_39-1 [1024].bmp,e3d548a4cb3cce6296e6a4b5b5711514,Pass,251003_150040,e3d548a4cb3cce6296e6a4b5b5711514_v1_fefa1c62.png,218,702,2259,1359,True
Pass\251003_150040_A35W_39-2 [16384].bmp,895b0d1182efa071a06ee014fe79ef64,Pass,251003_150040,895b0d1182efa071a06ee014fe79ef64_v1_fefa1c62.png,262,698,2131,1335,True
Pass\251003_150040_A35W_4-2 [16].bmp,91792446df4f4849705d11d8d62fcc4c,Pass,251003_150040,91792446df4f4849705d11d8d62fcc4c_v1_fefa1c62.png,267,680,2006,1304,True
Pass\251003_150040_A35W_4-3 [16].bmp,d1eab3f9ef58789e6bfec49c08b5adbe,Pass,251003_150040,d1eab3f9ef58789e6bfec49c08b5adbe_v1_fefa1c62.png,262,586,2063,1225,True
Pass\251003_150040_A35W_5-1 [1024].bmp,61837e6f533d0f181c36002ea5bceff1,Pass,251003_150040,61837e6f533d0f181c36002ea5bceff1_v1_fefa1c62.png,177,663,2380,1342,True
Pass\251003_150040_A35W_5-2 [16].bmp,829324df570bf9ec1e1b8f8483f1ce8e,Pass,251003_150040,829324df570bf9ec1e1b8f8483f1ce8e_v1_fefa1c62.png,263,688,2002,1307,True
Pass\251003_150040_A35W_5-3 [16].bmp,c90aabef1e846db54e9563537bd54d3c,Pass,251003_150040,c90aabef1e846db54e9563537bd54d3c_v1_fefa1c62.png,280,597,1975,1228,True
Pass\251003_150040_A35W_6-1 [1024].bmp,383b5abbb9c5ce8e355d42df94964cd7,Pass,251003_150040,383b5abbb9c5ce8e355d42df94964cd7_v1_fefa1c62.png,177,681,2387,1344,True
Pass\251003_150040_A35W_6-2 [16384].bmp,abe8c285223297e8d4052d4e52afcb8d,Pass,251003_150040,abe8c285223297e8d4052d4e52afcb8d_v1_fefa1c62.png,274,684,1987,1301,True
Pass\251003_150040_A35W_6-3 [16].bmp,1f49b56dea0a1651727acbbb5b2f420f,Pass,251003_150040,1f49b56dea0a1651727acbbb5b2f420f_v1_fefa1c62.png,210,571,1989,1234,True
Pass\251003_150040_A35W_7-2 [16].bmp,6a3347b1dc60601f754cb8575adace23,Pass,251003_150040,6a3347b1dc60601f754cb8575adace23_v1_fefa1c62.png,251,684,1970,1303,True
Pass\251003_150040_A35W_7-3 [16].bmp,00c5a031612cac543856fc9c29cd20be,Pass,251003_150040,00c5a031612cac543856fc9c29cd20be_v1_fefa1c62.png,275,595,1978,1226,True
Pass\251003_150040_A35W_8-1 [1024].bmp,91f58bb63efa1f5cb1e2294bb7318457,Pass,251003_150040,91f58bb63efa1f5cb1e2294bb7318457_v1_fefa1c62.png,179,677,2210,1322,True
Pass\251003_150040_A35W_8-3 [16].bmp,55d6e576ef1a9504dd76625f6f148a3f,Pass,251003_150040,55d6e576ef1a9504dd76625f6f148a3f_v1_fefa1c62.png,274,595,1985,1242,True
Pass\251003_150040_A35W_9-2 [16384].bmp,253bc79fe6188e1493808db18f8ea036,Pass,251003_150040,253bc79fe6188e1493808db18f8ea036_v1_fefa1c62.png,266,681,1963,1312,True
Pass\251003_150040_A35W_9-3 [16].bmp,34c7450e6f373b65e346f2ed293b6bd7,Pass,251003_150040,34c7450e6f373b65e346f2ed293b6bd7_v1_fefa1c62.png,276,588,1971,1207,True
Pass\251010_130238_A35W_1-1 [16].bmp,08d2d61eb54b438c552a7501548670e7,Pass,251010_130238,08d2d61eb54b438c552a7501548670e7_v1_fefa1c62.png,194,668,2219,1321,True
Pass\251010_130238_A35W_1-2 [16].bmp,a704b4a5582c5caf441a7a7d807a4aa5,Pass,251010_130238,a704b4a5582c5caf441a7a7d807a4aa5_v1_fefa1c62.png,263,681,1984,1312,True
Pass\251010_130238_A35W_1-3 [262144].bmp,f2fbd549f65f38dd67fda1c3587add00,Pass,251010_130238,f2fbd549f65f38dd67fda1c3587add00_v1_fefa1c62.png,270,588,1986,1223,True
Pass\251010_130238_A35W_2-1 [1024].bmp,159f2d946affee42f5a294e973af6c6e,Pass,251010_130238,159f2d946affee42f5a294e973af6c6e_v1_fefa1c62.png,201,670,2214,1327,True
Pass\251010_130238_A35W_2-2 [16].bmp,dbddbe113ce793aa12d5622bd839d1e7,Pass,251010_130238,dbddbe113ce793aa12d5622bd839d1e7_v1_fefa1c62.png,281,680,1984,1315,True
Pass\251010_130238_A35W_2-3 [262144].bmp,e8cff30605b016225a4ef97d33c1e4be,Pass,251010_130238,e8cff30605b016225a4ef97d33c1e4be_v1_fefa1c62.png,279,584,1969,1223,True
Pass\251010_130238_A35W_3-1 [1024].bmp,9aabb24917d5ddd787f6a7b11c61596b,Pass,251010_130238,9aabb24917d5ddd787f6a7b11c61596b_v1_fefa1c62.png,192,681,2181,1328,True
Pass\251010_130238_A35W_3-2 [16].bmp,c84c8d6dfc7bbf0fb1c7199840b52456,Pass,251010_130238,c84c8d6dfc7bbf0fb1c7199840b52456_v1_fefa1c62.png,273,688,1956,1307,True
Pass\251010_130238_A35W_3-3 [262144].bmp,abacc8d59a421ac078b50a35aeab9a8e,Pass,251010_130238,abacc8d59a421ac078b50a35aeab9a8e_v1_fefa1c62.png,279,585,1966,1214,True
Pass\251010_130238_A35W_4-1 [1024].bmp,7db3dc190c143631c0d9084f269159e2,Pass,251010_130238,7db3dc190c143631c0d9084f269159e2_v1_fefa1c62.png,178,674,2321,1329,True
Pass\251010_130238_A35W_4-2 [16].bmp,fa4d152ef5f52df3dc182cecc37b1212,Pass,251010_130238,fa4d152ef5f52df3dc182cecc37b1212_v1_fefa1c62.png,284,678,1993,1313,True
Pass\251010_130238_A35W_4-3 [262144].bmp,972091297cddcbd9f49f28d4cd1f56b0,Pass,251010_130238,972091297cddcbd9f49f28d4cd1f56b0_v1_fefa1c62.png,261,585,2136,1230,True
Pass\251014_150205_A35W_1-1 [1024].bmp,d29e339723c8f8c7c4d214283bf9e985,Pass,251014_150205,d29e339723c8f8c7c4d214283bf9e985_v1_fefa1c62.png,167,660,2325,1315,True
Pass\251014_150205_A35W_1-2 [16].bmp,31cf45494eea5ed3565866b196e8bd7c,Pass,251014_150205,31cf45494eea5ed3565866b196e8bd7c_v1_fefa1c62.png,265,671,1948,1284,True
Pass\251014_150205_A35W_1-3 [262144].bmp,83a8387eb1ac888e0e8bbe211c86f1b6,Pass,251014_150205,83a8387eb1ac888e0e8bbe211c86f1b6_v1_fefa1c62.png,266,576,1959,1195,True
Pass\251014_150205_A35W_10-1 [1024].bmp,d9a65738b5ac84e1353e790ca70ba395,Pass,251014_150205,d9a65738b5ac84e1353e790ca70ba395_v1_fefa1c62.png,189,661,2222,1304,True
Pass\251014_150205_A35W_10-2 [16].bmp,ea5dc1fb73c609862dd867f77b14afc6,Pass,251014_150205,ea5dc1fb73c609862dd867f77b14afc6_v1_fefa1c62.png,285,675,1956,1288,True
Pass\251014_150205_A35W_10-3 [262144].bmp,c1b99104bcbda3fe006891919277536c,Pass,251014_150205,c1b99104bcbda3fe006891919277536c_v1_fefa1c62.png,290,581,1967,1190,True
Pass\251014_150205_A35W_11-1 [16].bmp,09255bce4ff91c59c350d92d4973f67a,Pass,251014_150205,09255bce4ff91c59c350d92d4973f67a_v1_fefa1c62.png,186,667,2175,1312,True
Pass\251014_150205_A35W_11-2 [16].bmp,be2f61d6c40376852e361fe4e477beea,Pass,251014_150205,be2f61d6c40376852e361fe4e477beea_v1_fefa1c62.png,274,670,1969,1291,True
Pass\251014_150205_A35W_11-3 [262144].bmp,05f9bf8fa2c947e22f239c2603d376b9,Pass,251014_150205,05f9bf8fa2c947e22f239c2603d376b9_v1_fefa1c62.png,284,577,1963,1190,True
Pass\251014_150205_A35W_12-1 [1024].bmp,ebf1d1c11c16e153298812788634b2d4,Pass,251014_150205,ebf1d1c11c16e153298812788634b2d4_v1_fefa1c62.png,196,671,2183,1321,True
Pass\251014_150205_A35W_12-2 [16].bmp,762b32efa4fc6cf1d0317b94a046af23,Pass,251014_150205,762b32efa4fc6cf1d0317b94a046af23_v1_fefa1c62.png,290,677,1954,1290,True
Pass\251014_150205_A35W_12-3 [262144].bmp,63664782d472c0d8cf9acabf31802b04,Pass,251014_150205,63664782d472c0d8cf9acabf31802b04_v1_fefa1c62.png,284,570,1963,1187,True
Pass\251014_150205_A35W_13-1 [16].bmp,49d37c48dfd7291baf8819842a34920f,Pass,251014_150205,49d37c48dfd7291baf8819842a34920f_v1_fefa1c62.png,202,665,2191,1315,True
Pass\251014_150205_A35W_13-2 [16384].bmp,6718e0cbb7b3553627debbb649a9a413,Pass,251014_150205,6718e0cbb7b3553627debbb649a9a413_v1_fefa1c62.png,285,673,1968,1284,True
Pass\251014_150205_A35W_13-3 [262144].bmp,1a4cfa11bc728799bf79c7e898b99d58,Pass,251014_150205,1a4cfa11bc728799bf79c7e898b99d58_v1_fefa1c62.png,287,585,1977,1196,True
Pass\251014_150205_A35W_14-2 [16].bmp,ff4eaba29273b1167f18f062fc44bb86,Pass,251014_150205,ff4eaba29273b1167f18f062fc44bb86_v1_fefa1c62.png,282,694,1959,1315,True
Pass\251014_150205_A35W_14-3 [262144].bmp,9b02cdce9795a519af53c4a8cf6b36c7,Pass,251014_150205,9b02cdce9795a519af53c4a8cf6b36c7_v1_fefa1c62.png,286,601,1983,1214,True
Pass\251014_150205_A35W_15-2 [16].bmp,af27b29984dd3182eb0bff5257f561f8,Pass,251014_150205,af27b29984dd3182eb0bff5257f561f8_v1_fefa1c62.png,306,695,1970,1308,True
Pass\251014_150205_A35W_15-3 [262144].bmp,b7296df3c8ccf801843278118193ec29,Pass,251014_150205,b7296df3c8ccf801843278118193ec29_v1_fefa1c62.png,307,597,1974,1208,True
Pass\251014_150205_A35W_16-1 [16].bmp,72c57c3fa3d6460406551518b9279317,Pass,251014_150205,72c57c3fa3d6460406551518b9279317_v1_fefa1c62.png,210,676,2199,1329,True
Pass\251014_150205_A35W_16-2 [16].bmp,e677bdca46b7c25ee6510c4b22d1b9c5,Pass,251014_150205,e677bdca46b7c25ee6510c4b22d1b9c5_v1_fefa1c62.png,297,691,1984,1302,True
Pass\251014_150205_A35W_16-3 [262144].bmp,9bffae19f0308cfc3f29063e8b0473ab,Pass,251014_150205,9bffae19f0308cfc3f29063e8b0473ab_v1_fefa1c62.png,292,600,1969,1217,True
Pass\251014_150205_A35W_17-3 [262144].bmp,51021e5d2fdd1e22cb5da862bc9cd30f,Pass,251014_150205,51021e5d2fdd1e22cb5da862bc9cd30f_v1_fefa1c62.png,297,592,1968,1211,True
