relpath,filename,class,run,part,shot,code,width,height,hash,ahash,issues,valid,layout
Fail\Loose\250930_170029_A35W_2-1 [1024].bmp,250930_170029_A35W_2-1 [1024].bmp,Loose,250930_170029,2,1,1024,2448,2048,0ea2517dae56387e54768297f0878534,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\250930_170029_A35W_3-1 [1024].bmp,250930_170029_A35W_3-1 [1024].bmp,Loose,250930_170029,3,1,1024,2448,2048,0b5494d53e5b296d1f7fbab1a63bf85c,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\250930_170029_A35W_4-1 [1024].bmp,250930_170029_A35W_4-1 [1024].bmp,Loose,250930_170029,4,1,1024,2448,2048,080bdca147338cbf77fcaf3336fd24d0,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\250930_170029_A35W_7-2 [16384].bmp,250930_170029_A35W_7-2 [16384].bmp,Loose,250930_170029,7,2,16384,2448,2048,47fe82899e9588341d9cc28c2631c3c9,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Fail\Loose\250930_170029_A35W_8-2 [16384].bmp,250930_170029_A35W_8-2 [16384].bmp,Loose,250930_170029,8,2,16384,2448,2048,f640972c5fabd5edb038ded5242d6d21,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Fail\Loose\250930_170029_A35W_9-2 [16384].bmp,250930_170029_A35W_9-2 [16384].bmp,Loose,250930_170029,9,2,16384,2448,2048,e02823bc2516bf8edf27a589b36862d4,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Fail\Loose\251003_130559_A35W_1-1 [1024].bmp,251003_130559_A35W_1-1 [1024].bmp,Loose,251003_130559,1,1,1024,2448,2048,b8c282559b504481ec539ce7d88bb2b8,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\251003_130559_A35W_14-3 [16].bmp,251003_130559_A35W_14-3 [16].bmp,Loose,251003_130559,14,3,16,2448,2048,5f188e2f8f12c31f42fa271a2cfd083f,0000000000000000000000001111111011111110011111100000000000000000,,True,L0
Fail\Loose\251003_130559_A35W_16-3 [16].bmp,251003_130559_A35W_16-3 [16].bmp,Loose,251003_130559,16,3,16,2448,2048,bdf8ddfd66db40e4f6e1a783690572b7,0111100000000000010000001111111011111110011111100000000000000000,,True,L0
Fail\Loose\251003_130559_A35W_17-3 [16].bmp,251003_130559_A35W_17-3 [16].bmp,Loose,251003_130559,17,3,16,2448,2048,ff8aa8a6ee9b6a765debc941fdb4eec2,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Fail\Loose\251003_130559_A35W_2-1 [1024].bmp,251003_130559_A35W_2-1 [1024].bmp,Loose,251003_130559,2,1,1024,2448,2048,1a1e66dbda782dcb82d0ec1f8e6edd21,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Fail\Loose\251003_130559_A35W_3-1 [1024].bmp,251003_130559_A35W_3-1 [1024].bmp,Loose,251003_130559,3,1,1024,2448,2048,1083249c80abafdf38ab28944cd96b80,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\251003_130559_A35W_4-1 [1024].bmp,251003_130559_A35W_4-1 [1024].bmp,Loose,251003_130559,4,1,1024,2448,2048,bd4d37f8f9be673bbdcaa30b9ea3a327,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\251003_130559_A35W_5-1 [1024].bmp,251003_130559_A35W_5-1 [1024].bmp,Loose,251003_130559,5,1,1024,2448,2048,92cc9127eca4d5005fa2a08b77d0d8ce,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Fail\Loose\251003_133647_A35W_17-1 [1024].bmp,251003_133647_A35W_17-1 [1024].bmp,Loose,251003_133647,17,1,1024,2448,2048,a38f2330a30711355eb248dc42d5bd2d,0000000000000000000000000111111111111111000000000000000000000000,,True,L1
Fail\Loose\251003_133647_A35W_18-1 [1024].bmp,251003_133647_A35W_18-1 [1024].bmp,Loose,251003_133647,18,1,1024,2448,2048,1b7585a633f618e330eff0318b0612e6,0000000000000000000000000111111101111111000000000000000000000000,,True,L1
Fail\Loose\251003_133647_A35W_4-1 [1024].bmp,251003_133647_A35W_4-1 [1024].bmp,Loose,251003_133647,4,1,1024,2448,2048,9b1db552005991fe7e50f602d709df79,0000000000000000000000000111111111111111000000000000000000000000,,True,L1
Fail\Loose\251003_133647_A35W_8-1 [1024].bmp,251003_133647_A35W_8-1 [1024].bmp,Loose,251003_133647,8,1,1024,2448,2048,73d8f572898ee3ccf0b11b4e6b6c4529,0000000000000000000000000111111111111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_1-1 [1024].bmp,251003_135630_A35W_1-1 [1024].bmp,Loose,251003_135630,1,1,1024,2448,2048,f062bded486431da1e4b34ddc7b20961,0000000000000000000000000111111101111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_11-2 [16384].bmp,251003_135630_A35W_11-2 [16384].bmp,Loose,251003_135630,11,2,16384,2448,2048,707c481b299aab58a316a4770cfbdeef,0000000000000000000000001111111111111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_14-1 [1024].bmp,251003_135630_A35W_14-1 [1024].bmp,Loose,251003_135630,14,1,1024,2448,2048,925f1bb87f735e3ea9b7f67cafb7a6f4,0000000000000000000000000111111101111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_17-1 [1024].bmp,251003_135630_A35W_17-1 [1024].bmp,Loose,251003_135630,17,1,1024,2448,2048,1cf6ca727b088d7333daca3de4549af6,0000000000000000000000000111111111111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_18-1 [1024].bmp,251003_135630_A35W_18-1 [1024].bmp,Loose,251003_135630,18,1,1024,2448,2048,a1e3d24b4d9f21cde4c561e5cc85e449,0000000000000000000000000111111101111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_20-1 [1024].bmp,251003_135630_A35W_20-1 [1024].bmp,Loose,251003_135630,20,1,1024,2448,2048,b42606e4c629586bb81c6f9f8c5434d6,0000000000000000000000000111111101111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_21-1 [1024].bmp,251003_135630_A35W_21-1 [1024].bmp,Loose,251003_135630,21,1,1024,2448,2048,b830b0ca7d11fff17c83db428e50f58d,0000000000000000000000000111111101111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_22-1 [1024].bmp,251003_135630_A35W_22-1 [1024].bmp,Loose,251003_135630,22,1,1024,2448,2048,d722611e1fd51c781a4f4160d8253022,0000000000000000000000000111111101111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_23-1 [1024].bmp,251003_135630_A35W_23-1 [1024].bmp,Loose,251003_135630,23,1,1024,2448,2048,bc858b929a9d4f3bde8caf9613ab0e66,0000000000000000000000000111111101111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_3-2 [16384].bmp,251003_135630_A35W_3-2 [16384].bmp,Loose,251003_135630,3,2,16384,2448,2048,65b0032a1409e623dcad473255874b12,0000000000000000000000001111111111111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_4-2 [16384].bmp,251003_135630_A35W_4-2 [16384].bmp,Loose,251003_135630,4,2,16384,2448,2048,0fa826db5f711d80ad16a3a9aca171b5,0000000000000000000000001111111111111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_5-1 [1024].bmp,251003_135630_A35W_5-1 [1024].bmp,Loose,251003_135630,5,1,1024,2448,2048,b852b8ddca68e935c6523e4de1e965d3,0000000000000000000000000111111111111111000000000000000000000000,,True,L1
Fail\Loose\251003_135630_A35W_7-3 [16].bmp,251003_135630_A35W_7-3 [16].bmp,Loose,251003_135630,7,3,16,2448,2048,c30038ed72d7cbdcf6213460df55caca,0100000000000000011000001111111011111110011111100000000000000000,,True,L1
Fail\Loose\251010_085148_A35W_2-1 [1024].bmp,251010_085148_A35W_2-1 [1024].bmp,Loose,251010_085148,2,1,1024,2448,2048,619581ca313848502f65208a942b4a43,0000000000000000000000000111111111111111000000000000000000000000,,True,L2
Fail\Loose\251010_085148_A35W_3-1 [1024].bmp,251010_085148_A35W_3-1 [1024].bmp,Loose,251010_085148,3,1,1024,2448,2048,233bb0ff5ba5a72861c2dfd444d6aebe,0000000000000000000000000111111111111111000000000001000000000000,,True,L2
Fail\Loose\251010_085148_A35W_4-2 [16].bmp,251010_085148_A35W_4-2 [16].bmp,Loose,251010_085148,4,2,16,2448,2048,b60d337c627868c158762c6eeec28332,0000000000000000000000001111111111111111000000000000000000000000,,True,L2
Fail\Loose\251010_085148_A35W_5-2 [16].bmp,251010_085148_A35W_5-2 [16].bmp,Loose,251010_085148,5,2,16,2448,2048,4c8eb2c052072d228139ecdc9c6c8000,0000000000000000000000001111111111111111000000000000000000000000,,True,L2
Fail\Loose\251010_085148_A35W_6-2 [16384].bmp,251010_085148_A35W_6-2 [16384].bmp,Loose,251010_085148,6,2,16384,2448,2048,a7154bf93ec1386484c36e1f5feb59d0,0000000000000000000000001111111111111111000000000000000000000000,,True,L2
Fail\Loose\251010_085534_A35W_1-3 [16].bmp,251010_085534_A35W_1-3 [16].bmp,Loose,251010_085534,1,3,16,2448,2048,321774b03def1dd995cdcd245d785e8c,0000000000000000011100001111111011111110011111100000000000000000,,True,L3
Fail\Loose\251010_085534_A35W_2-3 [16].bmp,251010_085534_A35W_2-3 [16].bmp,Loose,251010_085534,2,3,16,2448,2048,82d7113c96543078456964aaa4753861,0100000000000000011000001111111011111110011111100000000000000000,,True,L3
Fail\Loose\251010_085534_A35W_3-3 [16].bmp,251010_085534_A35W_3-3 [16].bmp,Loose,251010_085534,3,3,16,2448,2048,795fee198ae11de3303d10bfe85a09e3,0111100000000000011000001111111011111110011111100000000000000000,,True,L3
Fail\Loose\251014_141452_A35W_10-3 [262144].bmp,251014_141452_A35W_10-3 [262144].bmp,Loose,251014_141452,10,3,262144,2448,2048,a6fa7a39b63c4557e72345ef99d10ef0,0100000000000000011110101111111011111110011111100000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_11-1 [16].bmp,251014_141452_A35W_11-1 [16].bmp,Loose,251014_141452,11,1,16,2448,2048,1eff4191e6c772888fc45359d12bb6d1,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_12-3 [262144].bmp,251014_141452_A35W_12-3 [262144].bmp,Loose,251014_141452,12,3,262144,2448,2048,14b8dd1e4ed4e644c28c950f138cb731,0100000000000000011010101111111011111110011111100000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_14-1 [16].bmp,251014_141452_A35W_14-1 [16].bmp,Loose,251014_141452,14,1,16,2448,2048,be5a39588c51889b271ad13479729ec4,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_15-3 [262144].bmp,251014_141452_A35W_15-3 [262144].bmp,Loose,251014_141452,15,3,262144,2448,2048,dd7f62f30884035c02519fc901ca1420,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_16-1 [16].bmp,251014_141452_A35W_16-1 [16].bmp,Loose,251014_141452,16,1,16,2448,2048,8c34cbba3dc954df6a1670070aef3bc9,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_18-1 [16].bmp,251014_141452_A35W_18-1 [16].bmp,Loose,251014_141452,18,1,16,2448,2048,9889c2b6b4979417f09e8e4866f4fbb5,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_19-2 [16].bmp,251014_141452_A35W_19-2 [16].bmp,Loose,251014_141452,19,2,16,2448,2048,af7d72c4dd1b9bc8a549077a3a402fcc,0000000000000000000000001111111111111111000000000011000000000000,,True,L0
Fail\Loose\251014_141452_A35W_21-3 [262144].bmp,251014_141452_A35W_21-3 [262144].bmp,Loose,251014_141452,21,3,262144,2448,2048,db86c522d92da84c4f57adbd705bb9e2,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_24-1 [16].bmp,251014_141452_A35W_24-1 [16].bmp,Loose,251014_141452,24,1,16,2448,2048,78ebb06f1f52d793353fc421517efd8d,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_25-3 [262144].bmp,251014_141452_A35W_25-3 [262144].bmp,Loose,251014_141452,25,3,262144,2448,2048,76c3c4c8114647c586333bd95ae1f5e5,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_26-1 [16].bmp,251014_141452_A35W_26-1 [16].bmp,Loose,251014_141452,26,1,16,2448,2048,397b167f4cef904f2b78e0d0aa1a5c95,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_27-1 [16].bmp,251014_141452_A35W_27-1 [16].bmp,Loose,251014_141452,27,1,16,2448,2048,4d68ae1c2707bb8da595405f216d6ebf,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_28-3 [262144].bmp,251014_141452_A35W_28-3 [262144].bmp,Loose,251014_141452,28,3,262144,2448,2048,be625547aa028a3e2c6bf57a0b6f107e,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_4-3 [262144].bmp,251014_141452_A35W_4-3 [262144].bmp,Loose,251014_141452,4,3,262144,2448,2048,7ddad79723146e000c6c639b119154ad,0100000000000000010000101111111011111110011111100000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_5-3 [262144].bmp,251014_141452_A35W_5-3 [262144].bmp,Loose,251014_141452,5,3,262144,2448,2048,fb5b4691fce8b07e85923578ceb06b88,0100000000000000011110101111111011111110011111100000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_6-3 [262144].bmp,251014_141452_A35W_6-3 [262144].bmp,Loose,251014_141452,6,3,262144,2448,2048,7bf953fc098f1566efe863c953158f15,0000000000000000010000101111111011111110011111100000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_7-1 [1024].bmp,251014_141452_A35W_7-1 [1024].bmp,Loose,251014_141452,7,1,1024,2448,2048,4dad6ec4ffc0b663a5ba47be75a1f1ac,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_8-2 [16].bmp,251014_141452_A35W_8-2 [16].bmp,Loose,251014_141452,8,2,16,2448,2048,95ef6b8b3835242dcd720585859b4ebb,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Fail\Loose\251014_141452_A35W_9-1 [16].bmp,251014_141452_A35W_9-1 [16].bmp,Loose,251014_141452,9,1,16,2448,2048,2881ff692ce52ad8af0c005a948f4a7b,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Fail\Loose\251016_140741_A35W_10-2 [16384].bmp,251016_140741_A35W_10-2 [16384].bmp,Loose,251016_140741,10,2,16384,2448,2048,5b265617423ba748d568ec801da0733f,0000000000000000000000001111111111111111000000000000000000000000,,True,L2
Fail\Loose\251016_140741_A35W_11-3 [262144].bmp,251016_140741_A35W_11-3 [262144].bmp,Loose,251016_140741,11,3,262144,2448,2048,b8fedf8a68ad5bdcd99c06ad591a6a22,0000000000000000010000001111111011111110011111100000000000000000,,True,L2
Fail\Loose\251016_140741_A35W_14-2 [16].bmp,251016_140741_A35W_14-2 [16].bmp,Loose,251016_140741,14,2,16,2448,2048,03198f3c541392af343c1e315966a5f4,0000000000000000000000001111111111111111000000000000000000000000,,True,L2
Fail\Loose\251016_140741_A35W_15-2 [16].bmp,251016_140741_A35W_15-2 [16].bmp,Loose,251016_140741,15,2,16,2448,2048,7228b17a41e1627f9b3501d8d91838fc,0000000000000000000000001111111111111111000000000000000000000000,,True,L2
Fail\Loose\251016_140741_A35W_16-1 [16].bmp,251016_140741_A35W_16-1 [16].bmp,Loose,251016_140741,16,1,16,2448,2048,f8b99fe69a51ea18c2d7646f9c4029fd,0000000000000000000000000111111111111111000000000000000000000000,,True,L2
Fail\Loose\251016_140741_A35W_17-1 [16].bmp,251016_140741_A35W_17-1 [16].bmp,Loose,251016_140741,17,1,16,2448,2048,5ae7de0b5d6a6455fec8e57a112ac77c,0000000000000000000000000111111101111111000000000000000000000000,,True,L2
Fail\Loose\251016_140741_A35W_21-1 [16].bmp,251016_140741_A35W_21-1 [16].bmp,Loose,251016_140741,21,1,16,2448,2048,9212a5bea6773fba759bbb838049457d,0000000000000000000000000111111101111111000000000000000000000000,,True,L2
Fail\Loose\251016_140741_A35W_22-1 [16].bmp,251016_140741_A35W_22-1 [16].bmp,Loose,251016_140741,22,1,16,2448,2048,0eddcaa93fc1d8b2404ba6ffebec0a8f,0000000000000000000000000111111111111111000000000000000000000000,,True,L2
Fail\Loose\251016_140741_A35W_4-3 [262144].bmp,251016_140741_A35W_4-3 [262144].bmp,Loose,251016_140741,4,3,262144,2448,2048,3b24a9bda4b374201a552631d8d484f3,0000000000000000010000001111111011111110011111100000000000000000,,True,L2
Fail\Loose\251016_140741_A35W_6-1 [16].bmp,251016_140741_A35W_6-1 [16].bmp,Loose,251016_140741,6,1,16,2448,2048,df33fee11ab16c5f09e59a9590a9f292,0000000000000000000000000111111111111111000000000000000000000000,,True,L2
Fail\Loose\251016_145335_A35W_11-1 [1024].bmp,251016_145335_A35W_11-1 [1024].bmp,Loose,251016_145335,11,1,1024,2448,2048,592b79931a2d5dd47a926763674968bd,0000000000000000000000000111111111111111000000000000000000000000,,True,L1
Fail\Loose\251016_145335_A35W_12-1 [16].bmp,251016_145335_A35W_12-1 [16].bmp,Loose,251016_145335,12,1,16,2448,2048,fcffc704f33318f15e0051d0843c077e,0000000000000000000000000111111111111111000000000000000000000000,,True,L1
Fail\Loose\251016_145335_A35W_13-3 [262144].bmp,251016_145335_A35W_13-3 [262144].bmp,Loose,251016_145335,13,3,262144,2448,2048,bc82b1f0dae4455d1cfc10bff0a76536,0100000000000000010000001111111011111110011111100000000000000000,,True,L1
Fail\Loose\251016_145335_A35W_6-1 [1024].bmp,251016_145335_A35W_6-1 [1024].bmp,Loose,251016_145335,6,1,1024,2448,2048,8394dd17f8cb4cfdf6fb8d0ba22df9d0,0000000000000000000000000111111111111111000000000000000000000000,,True,L1
Pass\250825_152739_A35W_10-2 [16384].bmp,250825_152739_A35W_10-2 [16384].bmp,Pass,250825_152739,10,2,16384,2448,2048,bfa87cee6e1e9c748b19f4776555bd78,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_152739_A35W_11-2 [16].bmp,250825_152739_A35W_11-2 [16].bmp,Pass,250825_152739,11,2,16,2448,2048,608c40802e54808a3eb5999ad7a0e4dd,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_152739_A35W_12-1 [1024].bmp,250825_152739_A35W_12-1 [1024].bmp,Pass,250825_152739,12,1,1024,2448,2048,3dd75bc46cfd641a7e7b371b01325815,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250825_152739_A35W_13-2 [16].bmp,250825_152739_A35W_13-2 [16].bmp,Pass,250825_152739,13,2,16,2448,2048,7a56a9ca978dcaa1c511fc87b1f42c09,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_152739_A35W_18-1 [1024].bmp,250825_152739_A35W_18-1 [1024].bmp,Pass,250825_152739,18,1,1024,2448,2048,29407cfe589367e0c698827a008e7abe,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_152739_A35W_18-3 [16].bmp,250825_152739_A35W_18-3 [16].bmp,Pass,250825_152739,18,3,16,2448,2048,175e49904833ba26f53865eefba37b9a,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_152739_A35W_2-3 [16].bmp,250825_152739_A35W_2-3 [16].bmp,Pass,250825_152739,2,3,16,2448,2048,9603c170e37c6218df544154970a464e,0110000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\250825_152739_A35W_3-2 [16384].bmp,250825_152739_A35W_3-2 [16384].bmp,Pass,250825_152739,3,2,16384,2448,2048,25f5127064022d3572757d16e72efbb5,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_152739_A35W_4-2 [16384].bmp,250825_152739_A35W_4-2 [16384].bmp,Pass,250825_152739,4,2,16384,2448,2048,4b9fa895d0bdce2b2c40d15add52e40f,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_152739_A35W_5-3 [16].bmp,250825_152739_A35W_5-3 [16].bmp,Pass,250825_152739,5,3,16,2448,2048,b7e9d92a0135e34e6185b3fadba345b5,0110000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250825_152739_A35W_6-2 [16384].bmp,250825_152739_A35W_6-2 [16384].bmp,Pass,250825_152739,6,2,16384,2448,2048,fbe6436715dffeb1a8ddff14201d9412,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_152739_A35W_6-3 [16].bmp,250825_152739_A35W_6-3 [16].bmp,Pass,250825_152739,6,3,16,2448,2048,34a03ede39a52f7969b719b71a511077,0100000000000000011010101111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_1-1 [1024].bmp,250825_174651_A35W_1-1 [1024].bmp,Pass,250825_174651,1,1,1024,2448,2048,e536445ca2f7200b6a9ae62a9464ed04,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_1-2 [16384].bmp,250825_174651_A35W_1-2 [16384].bmp,Pass,250825_174651,1,2,16384,2448,2048,78b215d781702dc01e88fb2c92df7bbd,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_1-3 [16].bmp,250825_174651_A35W_1-3 [16].bmp,Pass,250825_174651,1,3,16,2448,2048,4f3daf28d06cfadb296caeefdb3e3262,0000000000000000001000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_10-1 [1024].bmp,250825_174651_A35W_10-1 [1024].bmp,Pass,250825_174651,10,1,1024,2448,2048,aa17d82c26778cdcf150d8caaa4c1171,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_10-3 [16].bmp,250825_174651_A35W_10-3 [16].bmp,Pass,250825_174651,10,3,16,2448,2048,ca00315708d4bc0ec7631ad903d68117,0100000000000000011010101111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_11-1 [1024].bmp,250825_174651_A35W_11-1 [1024].bmp,Pass,250825_174651,11,1,1024,2448,2048,18d413c6c1fc407f9e2aa07a47c1df16,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
